full_nm	brand_nm	keyword	store_nm	addr	poiid	lon_x	lat_y	tel_no	fax_no	is_dining	is_parking	is_lavatory	is_atm	is_7wifi	is_ice	is_hot_dog	is_health_stations	is_ice_cream	is_open_store	is_fruit	is_city_cafe	is_union_pay	is_organic	is_corn	is_makeup	is_muji	is_mister_donuts	is_star_bucks	is_ibon	is_tea	is_sweet_potato	special_store_kind	store_url	data_time
統一超商建泰	統一超商	7-11	建泰	高雄市鳳山區誠義路2號	930062              	120.360714	22.607552	(07)7538356         	(07)7538396         	Y	N	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建茗	統一超商	7-11	建茗	新北市板橋區四川路一段104號	118512              	121.45969	25.004568	(02)29565541        	(02)29572242        	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建國	統一超商	7-11	建國	新北市新店區中正路236號	865661              	121.53974099999999	24.973084	(02)29179890        	(02)29179108        	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建康	統一超商	7-11	建康	新北市中和區建康路270號	159498              	121.492926	25.000138	(02)82452425        	(02)82459972        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建強	統一超商	7-11	建強	高雄市三民區建國三路437號	149516              	120.291022	22.636083	(07)2155083         	(07)2151682         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建盛	統一超商	7-11	建盛	新竹市東區建中一路52號1樓	131386              	120.993157995276	24.8012170816873	(035)748898         	(035)748084         	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建智	統一超商	7-11	建智	台中市東區建成路668號	977256              	120.690282	24.131854	(04)22817953        	(04)22803717        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建華	統一超商	7-11	建華	台南市南區文華里中華西路一段438號	161930              	120.18669399999999	22.985343	(06)2611004         	(06)2922601         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建陽	統一超商	7-11	建陽	新北市汐止區福德一路452號1樓	136163              	121.62544799999999	25.058992999999997	(02)26958543        	(02)26934886        	Y	Y	Y	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建楠	統一超商	7-11	建楠	高雄市楠梓區中陽里建楠路139號	159281              	120.32686799999999	22.726834999999998	(07)3551501         	(07)3551503         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建福	統一超商	7-11	建福	高雄市苓雅區五福里建國一路208號	896001              	120.32836599999999	22.633166	(07)7253369         	(07)7251058         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建綸	統一超商	7-11	建綸	台北市大安區仁愛路4段151巷27號	135609              	121.55192239298098	25.039776910453497	(02)87717103        	(02)87716484        	N	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建德	統一超商	7-11	建德	新北市汐止區福德一路399號1樓	163800              	121.627528	25.060512	(02)26932349        	(02)26933305        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建興	統一超商	7-11	建興	高雄市新興區七賢二路86號	996899              	120.298904	22.634355	(07)2863634         	(07)2859496         	Y	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建錦	統一超商	7-11	建錦	台北市中山區建國北路2段127號1樓B1樓	146850              	121.537333383052	25.060037981443898	(02)25080523        	(02)25045750        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建龍	統一超商	7-11	建龍	台北市中山區龍江路239號1樓	140955              	121.540944385616	25.0582089749991	(02)25167713        	(02)25167917        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商建鑫	統一超商	7-11	建鑫	苗栗縣頭份市建國路86號1樓	144854              	120.91133993932999	24.6953557119612	(037)695417         	(037)595817         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商後安	統一超商	7-11	後安	雲林縣麥寮鄉後安村後安路201之13號	971568              	120.23567899999999	23.787788	(05)6930182         	(05)6930434         	Y	Y	Y	Y	Y	N	Y	N	N	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商後庄	統一超商	7-11	後庄	苗栗縣頭份市中央路603-605號	958819              	120.893165	24.693907	(037)674612         	(037)676931         	Y	N	Y	Y	Y	Y	Y	N	Y	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商後港	統一超商	7-11	後港	新北市新莊區後港一路76巷14弄1號1樓	113182              	121.42727699999999	25.025543	(02)22040529        	(02)22042013        	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商後壁	統一超商	7-11	後壁	台南市後壁區後壁里後壁71號	903152              	120.360948	23.365942999999998	(06)6873221         	(06)6873332         	Y	N	N	Y	Y	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商後壁湖	統一超商	7-11	後壁湖	屏東縣恆春鎮南灣里南光路2號	900186              	120.75563	21.970109	(08)8895686         	(08)8880107         	Y	Y	Y	Y	Y	Y	Y	N	Y	N	N	Y	N	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商後營	統一超商	7-11	後營	台南市西港區營西里1號	138675              	120.216436	23.139212	(06)7950374         	(06)7951686         	Y	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商思源	統一超商	7-11	思源	新北市新莊區幸福路40號42號	159443              	121.45794099999999	25.049507	(02)29977848        	(02)22796840        	Y	N	Y	Y	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商思瑀	統一超商	7-11	思瑀	花蓮縣花蓮市建國路2段862號及866號1樓	120995              	121.56590136814899	23.996193267211797	(03)8465568         	(03)8577434         	Y	N	Y	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商恆北	統一超商	7-11	恆北	屏東縣恆春鎮網紗里省北路374-3號1樓	166625              	120.74398799999999	22.020754999999998	(08)8883342         	(08)8883347         	Y	Y	Y	Y	Y	N	N	N	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商恆吉	統一超商	7-11	恆吉	南投縣埔里鎮南興街172號	114680              	120.96614299999999	23.962238	(049)2984207        	(049)2985243        	Y	N	Y	Y	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商恆安	統一超商	7-11	恆安	台北市大安區永康街7-1號	928977              	121.529911	25.033133	(02)23576939        	(02)23576631        	N	N	N	Y	Y	N	N	N	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商恆春	統一超商	7-11	恆春	屏東縣恆春鎮網紗里省北路45號47號49號1樓	114130              	120.74386686249998	22.0102023446961	(08)8883255         	(08)8896410         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商恆新	統一超商	7-11	恆新	新竹市北區民富里7鄰北大路342號	896137              	120.96167299999999	24.805878999999997	(03)5242900         	(03)5242801         	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商挖子	統一超商	7-11	挖子	彰化縣二林鎮華崙里二溪路七段195號197號1樓	131722              	120.443628639529	23.954224120911697	(04)8681539         	(04)8681259         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商指南	統一超商	7-11	指南	台北市文山區指南路1段34號36號1樓	113160              	121.56966440408	24.9876877282581	(02)29363203        	(02)29369069        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	Y	N	N	N	N	N	Y	Y	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商政大	統一超商	7-11	政大	台北市文山區指南路2段99號101號	170668              	121.575542	24.987804	(02)29362025        	                    	Y	N	Y	Y	Y	N	Y	N	Y	N	Y	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商政群	統一超商	7-11	政群	桃園市中壢區中園路二段138號	903484              	121.234242	24.992395	(03)4525289         	(03)4625770         	Y	N	N	Y	Y	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商政德	統一超商	7-11	政德	高雄市左營區政德路130號132號1F	963349              	120.299504	22.676336	(07)3451959         	(07)3435181         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商政戰	統一超商	7-11	政戰	台北市北投區中央北路二段15號17號	149402              	121.49604799999999	25.136464	(02)28914209        	(02)28921641        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春天	統一超商	7-11	春天	台北市北投區泉源路12-1號1樓	993720              	121.504344361493	25.137204251437	(02)28950720        	(02)28941735        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春吉	統一超商	7-11	春吉	新北市中和區建一路148號	164858              	121.487962	24.998782	(02)32340711        	(02)82213617        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春城	統一超商	7-11	春城	台北市中山區長春路135號135之1號	906782              	121.531351	25.054931	(02)25316181        	(02)25319676        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春流	統一超商	7-11	春流	雲林縣斗六市梅林里梅林路446號1樓	922027              	120.59601199999999	23.703428	(05)5575671         	(05)5572607         	Y	N	Y	Y	Y	N	N	Y	N	N	N	Y	N	N	N	Y	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春秋	統一超商	7-11	春秋	新北市板橋區莒光路40巷14號16號	113779              	121.470191	25.023858999999998	(02)22567192        	(02)22569952        	Y	N	Y	Y	Y	N	N	N	Y	N	Y	N	N	Y	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春森	統一超商	7-11	春森	台北市中山區長春路67號	956156              	121.526506	25.055017	(02)25641630        	(02)25641843        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春陽	統一超商	7-11	春陽	高雄市三民區寶珠里正忠路246號	148063              	120.330309	22.646797	(07)3810323         	(07)3962077         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春龍	統一超商	7-11	春龍	台北市中山區長春路257號	164777              	121.54061499999999	25.054752	(02)25021405        	(02)25020675        	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商春寶	統一超商	7-11	春寶	桃園市桃園區春日路670號1樓	122784              	121.310843219237	25.0107748121494	(03)3574543         	3569050             	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商昭明	統一超商	7-11	昭明	高雄市大寮區義仁里鳳林一路51巷5號1樓	142618              	120.4036	22.539683	(07)6414750         	(07)6423254         	Y	N	Y	Y	Y	Y	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商昭勝	統一超商	7-11	昭勝	屏東縣內埔鄉龍潭村昭勝路216號218號220號	975825              	120.60064999999999	22.673166	(08)7706398         	(08)7706396         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商星光	統一超商	7-11	星光	雲林縣西螺鎮公正路15號	968816              	120.463055	23.794413	(05)5867224         	(05)5869427         	Y	Y	Y	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商星成	統一超商	7-11	星成	台北市內湖區星雲街17號	128092              	121.59050699999999	25.078025999999998	(02)27942674        	(02)27945605        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商星辰	統一超商	7-11	星辰	台南市新化區全興里竹子腳177-2號	931537              	120.29314099999999	23.028	(06)5986694         	(06)5989277         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商星河	統一超商	7-11	星河	台中市沙鹿區鹿峰里中山路646號	144555              	120.56919699999999	24.255705	(04)26227926        	(04)26228101        	Y	N	Y	N	Y	N	Y	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商星潭	統一超商	7-11	星潭	花蓮縣花蓮市華西121-10及121-11號	120272              	121.6188	24.011333999999998	(03)8246834         	(03)8220869         	Y	N	Y	Y	Y	N	N	Y	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商星寶	統一超商	7-11	星寶	桃園市桃園區大業路一段426號1樓	992831              	121.311765	25.014906	(03)3256367         	(03)3254976         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商昱成	統一超商	7-11	昱成	宜蘭縣五結鄉中正路一段174號176號	165345              	121.77031699999999	24.691093	(03)9549291         	(03)9549432         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商昱昇	統一超商	7-11	昱昇	屏東縣車城鄉溫泉村溫泉路125號	950859              	120.737552	22.084467	(08)8822455         	(08)8822023         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商柯達	統一超商	7-11	柯達	高雄市美濃區中正路2段819號821號1樓	970299              	120.536445	22.866532	(07)6834497         	(07)6834523         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商柯鑫	統一超商	7-11	柯鑫	台北市中山區中山北路2段11巷3號1樓	123260              	121.523404	25.052823999999998	(02)25819363        	(02)25819786        	Y	N	Y	Y	Y	N	N	N	N	N	Y	N	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商柏魁	統一超商	7-11	柏魁	桃園市龜山區振興路1021之1號	151900              	121.368189	25.024908	(03)3503111         	(03)3209464         	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商柏德	統一超商	7-11	柏德	桃園市中壢區中北路158號1樓	158750              	121.239451167882	24.9568926245231	(03)4664235         	(03)4363637         	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	Y	N	N	Y	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商柳橋	統一超商	7-11	柳橋	高雄市岡山區後協里柳橋西路41號	151265              	120.284824	22.790169	(07)6256680         	(07)6256594         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商柳營	統一超商	7-11	柳營	台南市柳營區士林里柳營路二段1號3號	860459              	120.312344	23.276718	(06)6223592         	(06)6222374         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商泉北	統一超商	7-11	泉北	台北市北投區溫泉路70號	138169              	121.50489736183499	25.135226244520897	(02)28930420        	(02)28930471        	Y	N	N	Y	Y	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商泉發	統一超商	7-11	泉發	宜蘭縣礁溪鄉礁溪路3段302號306號	137753              	121.76756599999999	24.813525	(03)9875091         	(03)9875112         	Y	N	Y	Y	Y	N	N	Y	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商泉翔	統一超商	7-11	泉翔	嘉義縣朴子市大葛里嘉朴路西段121號	163567              	120.285885	23.461199	(05)3622480         	(05)3628032         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商泉源	統一超商	7-11	泉源	台北市北投區泉源路30號地下一樓	138170              	121.50652099999999	25.140186999999997	(02)28975244        	(02)28952416        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	Y	Y	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商泉僑	統一超商	7-11	泉僑	桃園市龍潭區文化路12-3號	138147              	121.24488199999999	24.849545	(03)4112122         	(03)4112280         	Y	N	Y	Y	Y	N	N	N	Y	N	Y	N	N	N	Y	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商洲子	統一超商	7-11	洲子	台北市內湖區瑞光路517號1樓	170314              	121.56896599999999	25.079266999999998	(02)26586174        	(02)87516202        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商洲美	統一超商	7-11	洲美	台北市士林區延平北路六段505號	170912              	121.4982213557	25.093424098630997	(02)28162633        	(02)28163057        	Y	N	Y	Y	Y	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商為公	統一超商	7-11	為公	苗栗縣苗栗市嘉盛里25鄰為公路584號	149479              	120.83700188956699	24.573428286030197	(037)261722         	(037)261216         	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商牯嶺	統一超商	7-11	牯嶺	台北市中正區廈門街99巷19-2號1樓	121987              	121.51881399999999	25.02397	(02)23686248        	(02)23643085        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商珊湖	統一超商	7-11	珊湖	苗栗縣頭份市中正三路271號1樓及親民路1號3號1樓	113137              	120.958203971432	24.684474674051	(037)603252         	(037)603061         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商界和	統一超商	7-11	界和	新北市永和區中和路339號339號之1	164009              	121.507638	24.999776999999998	(02)29211350        	(02)29226447        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商皇后	統一超商	7-11	皇后	新北市淡水區新春街87號	972918              	121.438994	25.182827	(02)26200724        	(02)26251324        	Y	N	N	Y	Y	Y	N	Y	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商皇翔	統一超商	7-11	皇翔	新北市土城區中央路一段88號1樓	992923              	121.446928	24.98893	(02)22645433        	(02)22731384        	Y	N	Y	Y	Y	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商皇裕	統一超商	7-11	皇裕	新北市土城區裕民路114巷16號1樓	962069              	121.450397	24.986034	(02)22707944        	(02)22706148        	Y	N	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商省竹	統一超商	7-11	省竹	新竹縣竹東鎮東寧路二段188號	934662              	121.08878299999999	24.733321	(03)5947995         	(03)5964413         	Y	N	N	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商省宜	統一超商	7-11	省宜	宜蘭縣宜蘭市新民路159號161號1樓	169853              	121.753479528316	24.757710921487398	(03)9311406         	(03)9357374         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商省新	統一超商	7-11	省新	台南市新市區永就里9鄰中山路180號1樓	153803              	120.297838	23.072232	(06)5896254         	(06)5896470         	Y	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商研究	統一超商	7-11	研究	台北市南港區研究院路2段14號	135702              	121.615517	25.047641	(02)26511171        	(02)26510571        	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科七	統一超商	7-11	科七	苗栗縣竹南鎮科專七路396號1樓	166315              	120.899763	24.705648999999998	(037)587193         	(037)582174         	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科工	統一超商	7-11	科工	台南市安南區鹽田里鹽田路2號	943002              	120.147853	23.034892	(06)3841731         	(06)3841732         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科工館	統一超商	7-11	科工館	高雄市三民區安發里平等路91號93號	146687              	120.320798	22.640490999999997	(07)3809114         	(07)3808760         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科安	統一超商	7-11	科安	台中市西屯區國安一路105號107號109號一樓	112651              	120.61347099999999	24.190929	(04)24631686        	(04)24639616        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	Y	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科技城	統一超商	7-11	科技城	新竹市東區工業東四路42號	147015              	121.009733	24.773826	(03)5670954         	(03)5670849         	Y	N	Y	Y	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	Y	Y	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科技站	統一超商	7-11	科技站	台北市大安區復興南路2段203號	976895              	121.54366599999999	25.026283	(02)27059323        	(02)27024882        	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科邦	統一超商	7-11	科邦	台中市大雅區科雅一路8號5樓	121286              	120.618533	24.211367	(04)25607547        	(04)25607547        	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
